,MSSubClass,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,Neighborhood,BldgType,HouseStyle,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,KitchenAbvGr,KitchenQual,Functional,GarageType,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SaleCondition,OverallQual,OverallCond,SalePrice,LotArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,YearsToSale
1219,160,RM,Pave,Reg,Lvl,AllPub,Inside,BrDale,Twnhs,2Story,TA,TA,CBlock,TA,TA,Unf,GasA,TA,Y,SBrkr,1,TA,Typ,None,N,201,0,0,0,0,0,Abnorml,6,5,91500,1680,0,672,672,546,0,1218,3,7,0,0,0,35
1220,20,RL,Pave,IR1,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Abnorml,5,5,115000,7800,312,912,912,0,0,912,2,5,0,1,288,42
1221,20,RL,Pave,Reg,Lvl,AllPub,Inside,Sawyer,1Fam,1Story,TA,TA,CBlock,TA,TA,BLQ,GasA,Ex,Y,SBrkr,1,TA,Typ,Attchd,Y,0,63,0,0,0,0,Normal,5,5,134000,8250,250,952,1211,0,0,1211,3,5,1,1,322,40
1222,50,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1.5Fin,TA,TA,CBlock,TA,TA,Rec,GasA,Ex,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Normal,6,6,143000,10496,196,1040,1168,678,0,1846,3,7,1,1,315,57
1223,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,Fa,LwQ,GasA,TA,N,FuseA,1,TA,Mod,Detchd,Y,0,30,0,0,0,0,Normal,5,3,137900,10680,756,2136,2136,0,0,2136,4,7,0,2,528,55
1224,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gilbert,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,100,75,0,0,0,0,Normal,7,5,184000,15384,724,788,788,702,0,1490,3,8,1,2,388,3
1225,80,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,SLvl,TA,Gd,CBlock,TA,TA,GLQ,GasA,Ex,Y,SBrkr,1,TA,Typ,Attchd,Y,224,0,0,0,0,0,Normal,6,8,145000,10482,507,588,1138,0,0,1138,3,6,0,1,264,49
1226,60,RL,Pave,IR1,Lvl,AllPub,CulDSac,Somerst,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,BuiltIn,Y,100,18,0,0,0,0,Normal,6,5,214000,14598,0,894,894,1039,0,1933,4,9,1,3,668,1
1227,20,RL,Pave,Reg,Lvl,AllPub,Corner,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,ALQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Detchd,Y,0,240,0,0,0,0,Normal,5,8,147000,8872,595,912,912,0,0,912,2,5,0,2,576,0
1228,120,RL,Pave,Reg,Lvl,AllPub,Corner,NridgHt,TwnhsE,1Story,Ex,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,0,72,0,0,224,0,Partial,9,5,367294,8769,1540,1702,1702,0,0,1702,1,7,1,3,1052,0
1229,80,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,SLvl,TA,TA,CBlock,TA,TA,ALQ,GasA,Gd,Y,SBrkr,1,TA,Maj1,Basment,Y,0,0,0,0,0,0,Normal,5,5,127000,7910,666,1075,1507,0,0,1507,4,7,0,1,404,48
1230,90,RL,Pave,IR1,Lvl,AllPub,Inside,Sawyer,Duplex,1.5Fin,TA,TA,CBlock,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,2,TA,Typ,BuiltIn,N,155,24,145,0,0,0,Normal,5,5,190000,18890,498,1361,1361,1259,0,2620,4,12,1,2,600,30
1231,90,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,Duplex,SLvl,TA,TA,CBlock,TA,TA,ALQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,18,0,0,0,0,Normal,5,6,132500,7728,803,1106,1190,0,0,1190,3,6,0,2,540,44
1232,90,RL,Pave,Reg,Lvl,AllPub,FR2,NAmes,Duplex,1Story,TA,TA,Slab,None,None,None,GasA,TA,Y,SBrkr,2,TA,Typ,CarPort,Y,0,0,0,0,0,0,Normal,4,5,101800,9842,0,0,1224,0,0,1224,2,6,0,2,462,45
1233,20,RL,Pave,IR1,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,Fa,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Abnorml,5,5,142000,12160,1000,1188,1188,0,0,1188,3,6,0,2,531,51
1234,70,RH,Pave,Reg,Bnk,AllPub,Inside,SWISU,1Fam,2Story,TA,TA,PConc,TA,TA,Unf,GasA,TA,N,FuseA,1,TA,Typ,None,N,0,192,0,0,0,0,Abnorml,5,6,130000,8525,0,940,1024,940,0,1964,4,7,0,0,0,58
1235,70,RL,Pave,Reg,Lvl,AllPub,Inside,Crawfor,1Fam,2Story,TA,TA,BrkTil,Gd,TA,Unf,GasA,Gd,Y,FuseF,1,TA,Typ,Detchd,N,203,40,0,0,0,0,Normal,5,5,138887,13132,0,747,892,892,0,1784,4,9,0,1,180,56
1236,160,RL,Pave,Reg,Lvl,AllPub,Inside,NridgHt,Twnhs,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,BuiltIn,Y,0,27,0,0,0,0,Normal,7,5,175500,2628,0,764,764,862,0,1626,2,6,0,2,474,7
1237,60,RL,Pave,IR2,Lvl,AllPub,FR2,CollgCr,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,BuiltIn,Y,100,48,0,0,0,0,Normal,7,5,195000,12393,0,847,847,1101,0,1948,4,8,1,2,434,1
1238,20,RL,Pave,Reg,Lvl,AllPub,Inside,SawyerW,1Fam,1Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,Y,0,0,0,0,0,0,Abnorml,6,5,142500,13072,0,1141,1141,0,0,1141,3,6,0,2,484,1
1239,20,RL,Pave,IR1,HLS,AllPub,Inside,Timber,1Fam,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,120,33,0,0,0,0,Normal,8,5,265900,9037,428,1476,1484,0,0,1484,2,6,1,2,472,1
1240,60,RL,Pave,Reg,Lvl,AllPub,Inside,CollgCr,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,63,0,0,0,0,Normal,7,5,224900,8158,550,884,884,884,0,1768,3,8,0,2,543,5
1241,20,RL,Pave,Reg,Lvl,AllPub,Inside,Somerst,1Fam,1Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,56,0,0,0,0,Partial,7,6,248328,9849,0,1689,1689,0,0,1689,3,7,0,3,954,0
1242,85,RL,Pave,Reg,Lvl,AllPub,Inside,NWAmes,1Fam,SFoyer,TA,TA,CBlock,Gd,TA,GLQ,GasA,TA,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,120,0,0,0,0,Family,7,6,170000,10625,885,1053,1173,0,0,1173,3,6,2,2,528,36
1243,20,RL,Pave,Reg,Lvl,AllPub,Inside,NridgHt,1Fam,1Story,Ex,TA,PConc,Ex,Gd,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,216,229,0,0,0,0,Partial,10,5,465000,13891,1386,2076,2076,0,0,2076,2,7,1,3,850,0
1244,70,RL,Pave,IR1,HLS,AllPub,Corner,Crawfor,1Fam,2Story,TA,TA,PConc,Gd,TA,Unf,GasA,Fa,Y,SBrkr,1,Gd,Typ,Detchd,Y,0,0,0,0,0,0,Normal,8,7,230000,11435,0,792,792,725,0,1517,3,7,2,2,400,56
1245,80,RL,Pave,Reg,Lvl,AllPub,Inside,NWAmes,1Fam,SLvl,TA,TA,CBlock,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,TA,Typ,BuiltIn,Y,268,112,0,0,147,0,Abnorml,6,7,178000,12090,0,585,1140,728,0,1868,3,7,1,2,477,4
1246,60,FV,Pave,Reg,Lvl,AllPub,Inside,Somerst,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,45,0,0,0,0,Partial,7,5,186500,8125,0,756,756,797,0,1553,3,6,0,2,615,0
1247,80,RL,Pave,IR1,Lvl,AllPub,Inside,Mitchel,1Fam,SLvl,TA,TA,CBlock,TA,TA,GLQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Normal,6,5,169900,12328,539,1012,1034,0,0,1034,3,6,0,3,888,34
1248,75,RM,Pave,Reg,Lvl,AllPub,Inside,OldTown,1Fam,2.5Unf,TA,TA,BrkTil,Gd,TA,Rec,OthW,Fa,N,SBrkr,1,TA,Typ,Detchd,P,0,0,259,0,0,0,Normal,6,5,129500,9600,319,735,1134,924,0,2058,3,8,1,2,396,58
1249,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,BLQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,80,0,0,0,0,Normal,5,7,119000,7200,534,876,988,0,0,988,3,6,0,1,276,57
1250,20,RL,Pave,Reg,Lvl,AllPub,Corner,NAmes,1Fam,1Story,Gd,TA,CBlock,TA,TA,ALQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,0,0,0,0,0,0,Normal,7,5,244000,11160,1065,2110,2110,0,0,2110,3,8,2,2,522,42
1251,120,RL,Pave,IR1,Lvl,AllPub,Corner,NridgHt,TwnhsE,1Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,148,36,0,0,0,0,Normal,7,5,171750,3136,0,1405,1405,0,0,1405,2,6,1,2,478,3
1252,20,RL,Pave,Reg,Lvl,AllPub,Inside,Mitchel,1Fam,1Story,TA,TA,CBlock,TA,TA,BLQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,33,0,0,0,0,0,Normal,5,6,130000,9858,510,864,874,0,0,874,3,5,0,1,288,41
1253,60,RL,Pave,IR1,Lvl,AllPub,Inside,Veenker,1Fam,2Story,Gd,TA,CBlock,TA,TA,LwQ,GasA,TA,Y,SBrkr,1,Gd,Typ,Attchd,Y,220,47,0,0,0,0,Normal,7,7,294000,17542,125,1192,1516,651,0,2167,3,9,2,2,518,4
1254,60,RL,Pave,Reg,Lvl,AllPub,Inside,Edwards,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,BuiltIn,Y,178,128,0,0,0,0,Normal,7,5,165400,6931,0,746,760,896,0,1656,3,7,1,2,397,4
1255,50,RM,Pave,Reg,Lvl,AllPub,Inside,BrkSide,1Fam,1.5Fin,TA,TA,BrkTil,TA,Fa,LwQ,GasA,TA,Y,FuseA,1,TA,Typ,Detchd,Y,0,0,0,0,120,0,Normal,6,6,127500,6240,425,884,959,408,0,1367,3,6,1,1,560,57
1256,20,RL,Pave,IR1,Lvl,AllPub,Corner,NoRidge,1Fam,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,262,36,0,0,0,0,Normal,8,5,301500,14303,1314,1986,1987,0,0,1987,2,7,1,2,691,14
1257,30,RL,Pave,Reg,Lvl,AllPub,Corner,Edwards,1Fam,1Story,TA,TA,PConc,Fa,TA,Unf,GasA,Ex,Y,SBrkr,1,TA,Typ,None,Y,0,96,0,0,0,0,Normal,5,8,99900,4060,0,864,864,0,0,864,2,4,0,0,0,59
1258,80,RL,Pave,IR1,Lvl,AllPub,Inside,Gilbert,1Fam,SLvl,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,212,0,0,0,0,0,Normal,7,5,190000,9587,655,856,1166,0,0,1166,2,5,0,2,400,3
1259,20,RL,Pave,Reg,Lvl,AllPub,FR2,NAmes,1Fam,1Story,TA,TA,CBlock,Gd,TA,ALQ,GasA,Gd,Y,SBrkr,1,TA,Typ,Attchd,Y,180,0,0,0,80,0,Normal,6,8,151000,9750,602,1054,1054,0,0,1054,3,6,0,2,460,39
1260,60,RL,Pave,IR3,Lvl,AllPub,CulDSac,Gilbert,1Fam,2Story,TA,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,TA,Typ,BuiltIn,Y,0,103,0,0,0,0,Normal,6,5,181000,24682,0,841,892,783,0,1675,3,7,1,2,502,10
1261,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,Gd,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Normal,5,6,128900,9600,504,1050,1050,0,0,1050,2,5,0,1,338,53
1262,50,RL,Pave,Reg,Lvl,AllPub,Inside,ClearCr,1Fam,1.5Fin,TA,TA,CBlock,TA,TA,Unf,GasA,Ex,Y,FuseA,1,TA,Min2,Attchd,Y,120,0,0,0,0,0,Normal,4,5,161500,11250,0,1104,1104,684,0,1788,5,8,2,1,304,20
1263,70,RL,Pave,Reg,Lvl,AllPub,Inside,BrkSide,1Fam,2Story,TA,TA,PConc,TA,TA,Unf,GasA,Ex,Y,FuseA,1,TA,Typ,Detchd,N,0,0,126,0,0,0,Normal,6,6,180500,13515,0,764,1060,764,0,1824,3,8,1,2,520,57
1264,120,RH,Pave,Reg,Lvl,AllPub,Inside,NAmes,TwnhsE,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,144,68,0,0,0,0,Abnorml,6,5,181000,4060,266,1405,1337,0,0,1337,2,5,0,2,511,9
1265,160,FV,Pave,Reg,Lvl,AllPub,FR3,Somerst,TwnhsE,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Detchd,Y,0,34,0,0,0,0,Normal,7,5,183900,3735,450,691,713,739,0,1452,3,6,0,2,506,7
1266,190,RM,Pave,IR1,Bnk,AllPub,Inside,OldTown,2fmCon,2.5Unf,Fa,TA,CBlock,TA,TA,Unf,GasA,TA,N,FuseF,2,TA,Typ,Detchd,N,0,0,264,0,0,0,Normal,7,4,122000,10120,0,925,964,925,0,1889,4,9,1,1,308,57
1267,20,RL,Pave,IR1,HLS,AllPub,Inside,Timber,1Fam,1Story,Ex,TA,PConc,Ex,TA,Unf,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,144,76,0,0,0,0,Normal,9,5,378500,13214,0,2002,2018,0,0,2018,3,10,1,3,746,1
1268,50,RL,Pave,IR1,Lvl,AllPub,Inside,Crawfor,1Fam,1.5Fin,TA,Gd,CBlock,TA,TA,Rec,GasA,Ex,Y,SBrkr,1,Gd,Typ,BuiltIn,Y,314,12,0,0,0,0,Normal,8,9,381000,14100,192,728,1968,1479,0,3447,4,11,2,3,1014,11
1269,50,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1.5Fin,TA,TA,CBlock,TA,TA,BLQ,GasW,TA,Y,FuseA,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Normal,5,5,144000,11344,460,874,874,650,0,1524,3,7,0,1,315,49
1270,40,RL,Pave,Reg,Low,AllPub,Inside,ClearCr,1Fam,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,TA,Y,SBrkr,1,Gd,Typ,Attchd,Y,268,0,0,0,0,0,Normal,7,6,260000,23595,1258,1332,1332,192,0,1524,0,4,1,2,586,31
1271,20,RL,Pave,IR1,Lvl,AllPub,Inside,NWAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,Unf,GasA,Gd,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,0,0,0,0,0,Normal,6,7,185750,9156,0,1489,1489,0,0,1489,3,7,1,2,462,41
1272,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Sawyer,1Fam,1Story,TA,TA,CBlock,TA,TA,BLQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,180,0,0,0,0,0,Normal,5,6,137000,13526,560,935,935,0,0,935,3,5,0,1,288,41
1273,80,RL,Pave,IR1,Lvl,AllPub,Corner,Edwards,1Fam,SLvl,TA,TA,CBlock,TA,TA,ALQ,GasA,Gd,Y,SBrkr,1,Ex,Typ,Basment,Y,0,0,0,0,163,0,Normal,6,7,177000,11512,719,1019,1357,0,0,1357,2,5,1,1,312,2
1274,50,RL,Pave,Reg,Lvl,AllPub,Corner,Crawfor,1Fam,1.5Fin,TA,TA,PConc,TA,TA,Unf,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,Y,242,0,81,0,0,0,Normal,5,6,139000,5362,0,661,661,589,0,1250,3,8,1,2,552,4
1275,90,RL,Pave,Reg,Lvl,AllPub,Corner,NAmes,Duplex,2Story,TA,TA,CBlock,TA,TA,Rec,GasA,Gd,Y,FuseA,2,TA,Typ,Detchd,Y,0,0,0,0,0,0,Normal,5,5,137000,11345,220,928,928,992,0,1920,4,10,0,2,400,57
1276,60,RL,Pave,IR1,Lvl,AllPub,CulDSac,NWAmes,1Fam,2Story,TA,TA,CBlock,TA,Gd,BLQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,294,116,0,0,0,0,Normal,6,6,162000,12936,593,723,735,660,0,1395,3,6,1,2,497,37
1277,80,RL,Pave,IR1,Lvl,AllPub,CulDSac,NWAmes,1Fam,SLvl,TA,TA,CBlock,Gd,TA,ALQ,GasA,Fa,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Normal,6,5,197900,17871,528,1680,1724,0,0,1724,3,7,1,2,480,33
1278,60,RL,Pave,Reg,Lvl,AllPub,Inside,CollgCr,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,211,0,0,0,0,Normal,8,5,237000,9473,804,1128,1128,903,0,2031,3,7,1,2,577,6
1279,50,C (all),Pave,Reg,Lvl,AllPub,Inside,IDOTRR,1Fam,1.5Fin,TA,Gd,CBlock,TA,TA,Unf,GasA,TA,Y,FuseA,1,TA,Typ,Detchd,Y,30,0,164,0,0,0,Abnorml,4,4,68400,7500,0,698,698,430,0,1128,2,6,0,2,528,60
1280,20,RL,Pave,IR1,Lvl,AllPub,Inside,CollgCr,1Fam,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,72,0,0,0,0,Normal,7,5,227000,9808,788,1573,1573,0,0,1573,3,6,0,2,544,7
1281,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Timber,1Fam,1Story,TA,TA,CBlock,Gd,TA,ALQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,58,0,0,90,0,Normal,7,5,180000,8049,1053,1309,1339,0,0,1339,2,6,1,2,484,16
1282,20,RL,Pave,IR1,Lvl,AllPub,Inside,CollgCr,1Fam,1Story,TA,TA,CBlock,Gd,TA,LwQ,GasA,TA,Y,SBrkr,1,Gd,Typ,Detchd,Y,0,0,0,0,288,0,Normal,5,7,150500,8800,532,1040,1040,0,0,1040,3,5,0,2,484,1
1283,90,RL,Pave,Reg,Low,AllPub,Corner,Mitchel,Duplex,2Story,TA,TA,CBlock,TA,TA,Unf,GasA,TA,Y,SBrkr,2,TA,Typ,None,Y,128,0,0,0,0,0,Normal,6,5,139000,9400,0,912,912,912,0,1824,4,8,0,0,0,39
1284,50,RL,Pave,Reg,Lvl,AllPub,Inside,SWISU,1Fam,1.5Fin,TA,TA,PConc,TA,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Min2,Detchd,Y,272,0,42,0,116,0,Normal,6,7,169000,9638,0,804,1699,748,0,2447,4,10,1,1,336,20
1285,50,RM,Pave,Reg,Lvl,AllPub,Inside,BrkSide,1Fam,1.5Fin,TA,Fa,CBlock,TA,TA,Unf,GasA,Ex,Y,FuseF,1,TA,Typ,Detchd,Y,45,0,0,0,0,0,Normal,6,6,132500,6000,0,780,825,587,0,1412,4,6,1,1,280,59
1286,20,RL,Pave,Reg,Lvl,AllPub,Inside,NWAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,ALQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,26,0,0,0,0,Normal,6,5,143000,9790,569,1328,1328,0,0,1328,3,6,2,2,528,47
1287,20,RL,Pave,IR1,Low,AllPub,Inside,ClearCr,1Fam,1Story,TA,Gd,CBlock,TA,TA,Rec,GasA,Fa,Y,SBrkr,1,TA,Typ,Attchd,N,168,198,0,0,0,0,Normal,5,5,190000,36500,812,1624,1582,0,0,1582,4,7,0,2,390,42
1288,120,RL,Pave,IR1,Lvl,AllPub,Inside,StoneBr,TwnhsE,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,212,59,0,0,0,0,Normal,8,5,278000,5664,1158,1501,1659,0,0,1659,2,5,1,2,499,9
1289,60,RL,Pave,IR1,Lvl,AllPub,Inside,NridgHt,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Ex,Typ,BuiltIn,Y,177,74,0,0,0,0,Partial,8,5,281000,11065,0,1085,1120,850,0,1970,3,8,1,3,753,0
1290,80,RL,Pave,IR1,Lvl,AllPub,Corner,NAmes,1Fam,SLvl,TA,TA,PConc,TA,TA,GLQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,227,0,0,0,0,0,Normal,5,7,180500,14112,1014,1152,1152,0,0,1152,3,6,1,2,484,46
1291,160,RM,Pave,Reg,Lvl,AllPub,Inside,BrDale,Twnhs,2Story,TA,TA,CBlock,TA,TA,ALQ,GasA,TA,Y,SBrkr,1,TA,Typ,Detchd,Y,185,0,0,0,0,0,Normal,5,7,119500,1680,231,630,630,672,0,1302,3,6,0,1,264,37
1292,70,RM,Pave,Reg,Lvl,AllPub,Corner,OldTown,1Fam,2Story,TA,TA,Stone,TA,TA,Unf,GasA,TA,N,SBrkr,2,TA,Min2,Attchd,Y,0,287,0,0,0,0,Normal,5,4,107500,6600,0,994,1378,994,0,2372,4,11,0,1,432,44
1293,60,RL,Pave,Reg,Lvl,AllPub,Inside,NWAmes,1Fam,2Story,TA,TA,PConc,Gd,TA,GLQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,28,0,0,259,0,Normal,7,5,162900,10140,194,832,832,832,0,1664,4,8,1,2,528,30
1294,20,RL,Pave,Reg,Lvl,AllPub,Inside,Edwards,1Fam,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,TA,Y,SBrkr,1,TA,Typ,Detchd,N,0,0,0,0,0,0,Normal,5,7,115000,8172,167,864,864,0,0,864,2,5,0,2,572,16
1295,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,BLQ,GasA,Gd,Y,SBrkr,1,TA,Typ,Attchd,Y,356,0,0,0,0,0,Normal,5,5,138500,8400,1016,1052,1052,0,0,1052,3,5,0,1,288,38
1296,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,Gd,CBlock,TA,TA,ALQ,GasA,Gd,Y,SBrkr,1,TA,Typ,Attchd,Y,192,20,123,0,0,0,Normal,5,6,155000,8700,776,1120,1128,0,0,1128,3,6,0,2,525,45
1297,180,RM,Pave,Reg,Lvl,AllPub,Inside,Edwards,TwnhsE,SFoyer,TA,TA,PConc,Gd,TA,GLQ,GasA,Gd,Y,SBrkr,1,TA,Typ,Basment,Y,0,44,0,0,0,0,Partial,6,5,140000,3675,547,547,1072,0,0,1072,2,5,0,2,525,0
1298,60,RL,Pave,IR3,Bnk,AllPub,Corner,Edwards,1Fam,2Story,Ex,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,214,292,0,0,0,480,Partial,10,5,160000,63887,5644,6110,4692,950,0,5642,3,12,3,2,1418,0
1299,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,LwQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,218,0,0,0,0,0,Normal,5,7,154000,7500,340,1246,1246,0,0,1246,3,6,0,1,305,16
1300,60,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gilbert,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,0,0,0,0,0,Normal,7,5,225000,10762,694,978,1005,978,0,1983,3,9,1,2,490,10
1301,70,RL,Pave,IR1,Bnk,AllPub,Inside,Crawfor,1Fam,2Story,TA,TA,CBlock,TA,TA,BLQ,GasA,Fa,Y,SBrkr,1,Gd,Typ,Attchd,P,0,0,0,0,224,0,Normal,6,7,177500,7500,547,771,753,741,0,1494,3,7,2,1,213,59
1302,60,RL,Pave,Reg,Lvl,AllPub,Inside,NoRidge,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,309,78,0,0,0,0,Normal,8,5,290000,10120,740,1165,1203,1323,0,2526,4,8,1,3,844,12
1303,20,RL,Pave,Reg,Lvl,AllPub,Inside,Somerst,1Fam,1Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,208,59,0,0,0,0,Normal,7,5,232000,8688,0,1616,1616,0,0,1616,3,7,0,3,834,1
1304,160,RM,Pave,Reg,Lvl,AllPub,Inside,Edwards,TwnhsE,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Maj1,Detchd,Y,0,40,0,0,0,0,Normal,7,5,130000,3363,0,976,976,732,0,1708,3,7,0,2,380,2
1305,20,RL,Pave,IR1,Lvl,AllPub,Corner,NridgHt,1Fam,1Story,Gd,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,404,102,0,0,0,0,Normal,9,5,325000,13173,1572,1652,1652,0,0,1652,2,6,2,2,840,2
1306,120,RL,Pave,IR1,Lvl,AllPub,Inside,NridgHt,TwnhsE,1Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,132,35,0,0,0,0,Partial,7,5,202500,6955,0,1368,1368,0,0,1368,2,6,1,2,474,0
